正题名,创建日期,导演,演员,出品年代,内容描述,总集数,分类名称,连续剧分类,字母语种,声轨,声道语种,地区参数,画面高宽比,编码格式,编码码率,彩色.黑白,来源,批次,标清.高清,内容编号,素材分类,标识,素材分类.1,编目层ID,入点,时长,编目层,首播日期,素材大小,海报
阿优之爆笑校园 第一季(13),2017/1/4 10:23,无,无,2013,阿U是个邻家小孩，他聪明机灵，调皮捣蛋，有着层出不穷的鬼点子，他和班主任甲老师、优爸、优妈以及小伙伴胖仔和阿美一起谱写了一出精彩纷呈的欢乐校园故事。,60,电视剧场\大陆剧场,阿优之爆笑校园 第一季,中文,MP2,国语,大陆,4:03,H264,5M,彩色,10038,无,标清,15305,无,23031,1,23106,00:00.0,06:10.1,节目层,无,91.08,22875
阿优之爆笑校园 第一季(11),2017/1/4 10:23,无,无,2013,阿U是个邻家小孩，他聪明机灵，调皮捣蛋，有着层出不穷的鬼点子，他和班主任甲老师、优爸、优妈以及小伙伴胖仔和阿美一起谱写了一出精彩纷呈的欢乐校园故事。,60,电视剧场\大陆剧场,阿优之爆笑校园 第一季,中文,MP2,国语,大陆,4:03,H264,5M,彩色,10038,无,标清,27750,无,23030,1,23102,00:00.0,06:09.1,节目层,无,90.84,22961
阿优之爆笑校园 第一季(05),2017/1/4 10:22,无,无,2013,阿U是个邻家小孩，他聪明机灵，调皮捣蛋，有着层出不穷的鬼点子，他和班主任甲老师、优爸、优妈以及小伙伴胖仔和阿美一起谱写了一出精彩纷呈的欢乐校园故事。,60,电视剧场\大陆剧场,阿优之爆笑校园 第一季,中文,MP2,国语,大陆,4:03,H264,5M,彩色,10038,无,标清,32652,无,23024,1,23090,00:00.0,06:09.2,节目层,无,90.89,22990
01月03日 万象：地图传奇(06),2017/1/4 9:58,无,无,2017,01月03日 万象：地图传奇(06),1,科学教育,万象,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,无,高清,42764,无,23007,1,22935,00:00.0,27:07.0,节目层,无,1552.11,33464
01月03日 熊出没之秋日团团转(中央少儿),2017/1/4 9:57,无,无,2017,01月03日 熊出没之秋日团团转,1,电视剧场\大陆剧场,熊出没之秋日团团转,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,少儿,高清,39368,无,23006,1,22942,00:00.0,03:10.1,节目层,无,3614.93,33496
孤芳不自赏(02),2017/1/4 9:51,鞠觉亮,钟汉良，杨颖，甘婷婷，孙艺洲,2016,晋、燕、凉、秦四国征战不休，晋国国力最强，晋国国王亲弟镇北王楚北捷英勇善战、武功谋略过人，令其他三国闻风丧胆。晋燕交战之际，燕国敬安王府遭到沦陷，一夜之间王府覆灭。侍女白娉婷与小王爷何侠在逃亡时离散流落。在一寺庙里，楚北捷偶遇白聘婷，被她的琴声所倾倒，进而钟情相恋。但因为不同的阵营处境注定了两人此生情路坎坷，爱情虽浓却障碍重重，既有晋国国王的疑心，又有小敬安王何侠的各种挑拨，还要面对四国纷争不断的乱世天下。在种种困难前，楚北捷不改初心，情场上付深情，默默守护；战场上出奇兵，与白娉婷联手击败何侠，成功阻止了一场生灵涂炭的战争，共同守护了天下安宁……,62,电视剧场\大陆剧场,孤芳不自赏,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,26495,无,22997,1,22919,00:00.0,46:33.1,节目层,无,2664.25,33451
守护丽人(05),2017/1/4 9:44,袁英明，朱少杰,李小璐，张译，李智楠，吴谨言,2014,幼年时，林佳一因家中变故被父亲林世渊独自一人含辛茹苦带大。林佳一长大后格外任性，做事不计后果。林世渊意识到女儿的问题，为挽救女儿，将其赶出家门，让她从基层职工做起，接受社会锻炼与改造。失去富裕生活的林佳一负气出走、流落街头，被北京胡同里土生土长的快递员陈曦所救。普通的百姓生活让林佳一无从适应，更惹出重重祸事。面对齐心协力共度难关的陈家人，林佳一心底的善良被激发。,50,电视剧场\大陆剧场,守护丽人,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,15482,无,22992,1,22922,00:00.0,37:53.0,节目层,无,2167.98,33438
北上广依然相信爱情(43),2017/1/4 9:39,李骏,朱亚文，陈妍希，张铎，曾泳醍,2016,王茂与黄依然在洛芙婚庆公司是上下级关系，两人从相识的那一刻起就充满矛盾，由于两人的文化差异，使彼此都不能理解……,44,电视剧场\大陆剧场,北上广依然相信爱情,中文,MP2,国语,大陆,16:09,H264,4M,彩色,10022,无,高清,48985,无,22987,1,22925,00:00.0,39:09.1,节目层,无,2240.95,33445
新边城浪子(27),2017/1/4 9:36,黄祖权,朱一龙，张馨予，于青斌，柴碧云，焦恩俊，张峻宁，贡米，邱心志,2015,该剧讲述了傅红雪为了查清父亲白天羽遭人埋伏意外身亡的真相，所发生的故事。,50,电视剧场\大陆剧场,新边城浪子,中文,MP2,国语,大陆,16:09,H264,4M,彩色,10022,无,高清,51601,无,22984,1,22955,00:00.0,45:18.1,节目层,无,2592.86,33485
小草青青(10),2017/1/4 9:33,王梓,王茜华，于震，刘钧，何翯，戴笑盈，张维伊，肖轶,2016,美丽姑娘何青青高中毕业回村做了大队广播员，与知青苏卫东恋爱。1977年双双高考，苏卫东顺利考上大专，何青青却连续三年落榜。为给相依为命的哥哥何大牛换亲，小多忍痛割爱与初恋苏卫东分手，嫁给八卦岭残疾青年赵春来。婚后的何青青一直在爱情与婚姻，梦想与现实间挣扎，一场车祸夺走了丈夫春来和哥哥大牛的生命……,55,电视剧场\大陆剧场,小草青青,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,37550,无,22981,1,22970,00:00.0,40:27.1,节目层,无,1614.37,33455
01月03日 熊出没之春日对对碰(嘉佳卡通),2017/1/4 9:27,无,无,2017,01月03日 熊出没之春日对对碰,1,电视剧场,熊出没之春日对对碰,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,35257,无,22975,1,22949,00:00.0,46:22.0,节目层,无,6637.83,33487
乱世丽人行(03),2017/1/4 9:24,卢伦常,韩雪，付辛博，毛林林，张丹峰,2015,抗战时期的上海，进步女青年韩疏影被婶婶陷害，被迫嫁给苏北大亨谢丙炎做妾室。在爱国教师历文轩的感召下，韩疏影决定逃婚投入救国行列，却因和谢家大少爷谢天赐的同学关系，被谢家大小姐谢若雪发现。飞扬跋扈的谢若雪不仅向父亲告发，还把韩疏影的‘逃婚’演绎成“私奔”，妄图置韩疏影这个“后妈”于死地。正当韩疏影命悬一线之际，谢丙炎因不愿出卖祖国被日本人枪杀。目睹一切的韩疏影深深被谢丙炎的爱国气节感动，毅然选择留在谢家，以谢夫人的名义保全了谢家老小，并在历文轩的帮助下，带着谢若雪逃到上海，用实际行动感动了谢若雪。在金戈铁马的时代背景下，韩疏影和谢若雪这两个女人不仅以“母女”的身份相依为命，也以“姐妹”的身份演绎了一段抗战救国的传奇……,50,电视剧场\大陆剧场,乱世丽人行,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,44359,无,22971,1,22958,00:00.0,41:36.1,节目层,无,2381.19,33450
01月03日 广州新闻日日睇,2017/1/4 9:16,无,无,2017,01月03日 广州新闻日日睇,1,新闻时事,G4 资讯/广州新闻日日睇,中文,MP2,粤语,大陆,4:03,MPEG2,6M,彩色,10005,无,标清,35228,无,22967,1,22908,00:00.0,01:18.2,节目层,无,2446.41,33493
都市笑口组：杯弓蛇影,2017/1/4 9:00,无,无,2017,都市笑口组：杯弓蛇影,1,电视剧场\大陆剧场,都市笑口组,中文,MP2,粤语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,47361,无,22963,1,22939,00:00.0,08:57.1,节目层,无,357.68,33465
都市笑口组：众里寻他兜错路(十六),2017/1/4 8:59,无,无,2017,都市笑口组：众里寻他兜错路(十六),1,电视剧场\大陆剧场,都市笑口组,中文,MP2,粤语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,36028,无,22962,1,22936,00:00.0,09:32.0,节目层,无,380.58,33478
守护丽人(03),2017/1/3 17:09,袁英明，朱少杰,李小璐，张译，李智楠，吴谨言,2014,幼年时，林佳一因家中变故被父亲林世渊独自一人含辛茹苦带大。林佳一长大后格外任性，做事不计后果。林世渊意识到女儿的问题，为挽救女儿，将其赶出家门，让她从基层职工做起，接受社会锻炼与改造。失去富裕生活的林佳一负气出走、流落街头，被北京胡同里土生土长的快递员陈曦所救。普通的百姓生活让林佳一无从适应，更惹出重重祸事。面对齐心协力共度难关的陈家人，林佳一心底的善良被激发。,50,电视剧场\大陆剧场,守护丽人,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,27453,无,22960,1,22889,00:00.0,41:03.2,节目层,无,2349.79,33299
01月02日 开讲啦：曹文轩,2017/1/3 15:16,无,无,2017,01月02日 开讲啦：曹文轩,1,综艺娱乐,开讲啦,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,无,高清,50372,无,22957,1,22876,00:00.0,48:59.0,节目层,无,2803.2,33345
170105频道一广告,2017/1/3 15:15,无,无,2017,170105频道一广告,1,广告,无,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10059,无,标清,27956,无,22955,1,22879,00:00.0,31:17.2,节目层,无,1248.95,33385
宣传频道广告2(0105-0111),2017/1/3 15:14,无,无,2017,宣传频道广告2(0105-0111),1,广告,无,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10059,无,标清,28243,无,22954,1,22886,00:00.0,05:11.0,节目层,无,207.11,33362
白宫奇缘,2017/1/3 15:14,罗伯·莱纳,迈克尔·道格拉斯，安妮特·贝宁，马丁·辛,1995,当美国总统遇上心仪的女人，不但要面对媒体的批评，更要处理国家大事，她是一位说服政客鼓吹环保的女人，和总统的一段情使她备受压力，而总统却因其余的国家大事忽略了她的环保提案，这样的组合能有完美的结局吗,1,家庭影院\爱情,无,中文,AC3,英语,美国,16:09,H264,6M,彩色,10052,无,高清,26645,无,22956,1,22878,00:00.0,48:45.0,节目层,无,6140.22,33337
(待删)守护丽人(04),2017/1/3 15:11,袁英明，朱少杰,李小璐，张译，李智楠，吴谨言,2014,幼年时，林佳一因家中变故被父亲林世渊独自一人含辛茹苦带大。林佳一长大后格外任性，做事不计后果。林世渊意识到女儿的问题，为挽救女儿，将其赶出家门，让她从基层职工做起，接受社会锻炼与改造。失去富裕生活的林佳一负气出走、流落街头，被北京胡同里土生土长的快递员陈曦所救。普通的百姓生活让林佳一无从适应，更惹出重重祸事。面对齐心协力共度难关的陈家人，林佳一心底的善良被激发。,50,电视剧场\大陆剧场,守护丽人,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,35310,无,22952,1,22875,00:00.0,41:05.2,节目层,无,2351.96,33313
170105电视剧场广告D(160614-1),2017/1/3 15:09,无,无,2017,170105电视剧场广告D(160614-1),1,广告,无,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10059,无,标清,27424,无,22950,1,22883,00:00.0,00:48.2,节目层,无,32.73,33376
外来媳妇本地郎：“超级”利是,2017/1/3 14:06,无,无,2017,外来媳妇本地郎：“超级”利是,1,电视剧场\大陆剧场,外来媳妇本地郎,中文,MP2,粤语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,51534,无,22945,1,22871,00:00.0,22:38.1,节目层,无,903.57,33334
01月02日 星光大道：2016年年度总决赛第二场分赛,2017/1/3 11:17,无,无,2017,01月02日 星光大道：2016年年度总决赛第二场分赛,1,综艺娱乐,星光大道,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,无,高清,12003,无,22940,1,22867,00:00.0,39:59.0,节目层,无,5721.38,33336
01月02日 时代：老广的味道(03),2017/1/3 10:29,无,无,2017,01月02日 时代：老广的味道(03),1,科学教育,时代,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,无,高清,39977,无,22937,1,22818,00:00.0,26:56.1,节目层,无,1541.95,33298
01月02日 自然：二十一世纪的大象,2017/1/3 10:23,无,无,2017,01月02日 自然：二十一世纪的大象,1,科学教育,自然,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,无,高清,27705,无,22935,1,22817,00:00.0,53:34.0,节目层,无,3065.43,33289
01月02日 熊出没之秋日团团转(中央少儿),2017/1/3 10:18,无,无,2017,01月02日 熊出没之秋日团团转,1,电视剧场\大陆剧场,熊出没之秋日团团转,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,少儿,高清,15222,无,22928,1,22813,00:00.0,33:00.1,节目层,无,5322.16,33372
孤芳不自赏(01),2017/1/3 10:16,鞠觉亮,钟汉良，杨颖，甘婷婷，孙艺洲,2016,晋、燕、凉、秦四国征战不休，晋国国力最强，晋国国王亲弟镇北王楚北捷英勇善战、武功谋略过人，令其他三国闻风丧胆。晋燕交战之际，燕国敬安王府遭到沦陷，一夜之间王府覆灭。侍女白娉婷与小王爷何侠在逃亡时离散流落。在一寺庙里，楚北捷偶遇白聘婷，被她的琴声所倾倒，进而钟情相恋。但因为不同的阵营处境注定了两人此生情路坎坷，爱情虽浓却障碍重重，既有晋国国王的疑心，又有小敬安王何侠的各种挑拨，还要面对四国纷争不断的乱世天下。在种种困难前，楚北捷不改初心，情场上付深情，默默守护；战场上出奇兵，与白娉婷联手击败何侠，成功阻止了一场生灵涂炭的战争，共同守护了天下安宁……,62,电视剧场\大陆剧场,孤芳不自赏,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,48602,无,22925,1,22860,00:00.0,01:41.2,节目层,无,3530.56,33353
放弃我，抓紧我(38)(大结局),2017/1/3 10:15,邓衍成，阮惟新，陈国华,陈乔恩，王凯，乔任梁，陈燃,2015,一次意外溺水，长时间脑部缺氧让著名服装设计师厉薇薇失去了部分记忆，她的记忆停留在23岁。记忆中热恋的同为设计师的男友竟成了竞争对手，而一个陌生人却成了她的未婚夫……,45,电视剧场\大陆剧场,放弃我，抓紧我,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10013,无,高清,26005,无,22923,1,22831,00:00.0,44:07.2,节目层,无,2525.45,33328
01月02日 一站到底：“美丽中国”国家版图知识特别专场,2017/1/3 10:09,无,无,2017,01月02日 一站到底：“美丽中国”国家版图知识特别专场,1,综艺娱乐,一站到底,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,26498,无,22921,1,22862,00:00.0,11:35.2,节目层,无,4096.93,33312
守护丽人(03),2017/1/3 9:59,袁英明，朱少杰,李小璐，张译，李智楠，吴谨言,2014,幼年时，林佳一因家中变故被父亲林世渊独自一人含辛茹苦带大。林佳一长大后格外任性，做事不计后果。林世渊意识到女儿的问题，为挽救女儿，将其赶出家门，让她从基层职工做起，接受社会锻炼与改造。失去富裕生活的林佳一负气出走、流落街头，被北京胡同里土生土长的快递员陈曦所救。普通的百姓生活让林佳一无从适应，更惹出重重祸事。面对齐心协力共度难关的陈家人，林佳一心底的善良被激发。,50,电视剧场\大陆剧场,守护丽人,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,42000,无,22909,1,22823,00:00.0,41:00.1,节目层,无,1636.15,33327
漂亮的李慧珍(01),2017/1/3 9:58,赵晨阳,盛一伦，迪丽热巴，张彬彬，李溪芮,2016,从小生活完美的公主李慧珍因家道中落沦为“龙套女”，成了初入职场处处碰壁的菜鸟。而小时候的“矮挫胖”白皓宇却变身高富帅海归。重逢时，一个是初入职场的菜鸟，拼尽全力克服职场上种种困难，怀抱着对初恋的期待而努力；一个是事业有成的时尚精英，念念不忘想寻回记忆中的初恋，却遍寻不得，二人身份的逆转倒错，让这个爱情故事有了一丝苦涩却也不乏搞笑欢乐的暖萌情节，是一部涵盖了友情、爱情、梦想、职场的轻喜剧……,36,电视剧场\大陆剧场,漂亮的李慧珍,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,32149,无,22908,1,22859,00:00.0,52:36.1,节目层,无,2098.94,33295
小草青青(07),2017/1/3 9:52,王梓,王茜华，于震，刘钧，何翯，戴笑盈，张维伊，肖轶,2016,美丽姑娘何青青高中毕业回村做了大队广播员，与知青苏卫东恋爱。1977年双双高考，苏卫东顺利考上大专，何青青却连续三年落榜。为给相依为命的哥哥何大牛换亲，小多忍痛割爱与初恋苏卫东分手，嫁给八卦岭残疾青年赵春来。婚后的何青青一直在爱情与婚姻，梦想与现实间挣扎，一场车祸夺走了丈夫春来和哥哥大牛的生命……,55,电视剧场\大陆剧场,小草青青,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,30505,无,22903,1,22828,00:00.0,40:34.2,节目层,无,1619.11,33348
北上广依然相信爱情(41),2017/1/3 9:47,李骏,朱亚文，陈妍希，张铎，曾泳醍,2016,王茂与黄依然在洛芙婚庆公司是上下级关系，两人从相识的那一刻起就充满矛盾，由于两人的文化差异，使彼此都不能理解。在随后的工作中，黄依然渐渐表现出来的刻苦精神和特有的才能被王茂欣赏，而在随后的工作中，黄依然也体会到他温情的一面。就在两人刚刚能够和平共处的时候，王茂却意外陷入一场事业危机，能够解救他的出路只有一条，拿到航空联盟的大型集体婚礼的合同。黄依然首当其冲协助王茂，两人克服重重困难，最终成功化解危机。在王茂与黄依然这一次跌宕起伏的闯关过程中，不知不觉擦出了爱情的火花，但是此时双方发现对方的内心深处对爱情有一堵心墙。王茂和黄依然想尽种种办法融化对方心中的冰山，尤其在共同经历了一场命悬一线的车祸之后，两人终于决定携手相伴此生。而此时的他们，对爱情的真谛和婚礼事业的神圣也有了更深层的理解……,44,电视剧场\大陆剧场,北上广依然相信爱情,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,22960,无,22901,1,22850,00:00.0,39:19.1,节目层,无,1569.05,33245
